case_id,prefix,k,next_act
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-3,14,round-grinding---machine-3
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3,15,round-grinding---q.c.
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---q.c.,16,lapping---machine-1
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---q.c. lapping---machine-1,17,round-grinding---machine-3
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-3 round-grinding---machine-3 round-grinding---q.c. lapping---machine-1 round-grinding---machine-3,18,round-grinding---machine-3
Case56,turning---machine-8,0,packing
Case56,turning---machine-8 packing,1,turning---machine-8
Case56,turning---machine-8 packing turning---machine-8,2,turning---machine-8
Case56,turning---machine-8 packing turning---machine-8 turning---machine-8,3,turning-q.c.
Case56,turning---machine-8 packing turning---machine-8 turning---machine-8 turning-q.c.,4,lapping---machine-1
Case56,turning---machine-8 packing turning---machine-8 turning---machine-8 turning-q.c. lapping---machine-1,5,laser-marking---machine-7
Case56,turning---machine-8 packing turning---machine-8 turning---machine-8 turning-q.c. lapping---machine-1 laser-marking---machine-7,6,final-inspection-q.c.
Case103,turning-&-milling---machine-8,0,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8,1,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,2,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,3,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,4,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,5,turning-&-milling-q.c.
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,6,turning-&-milling-q.c.
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c.,7,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-8,8,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,9,turning-&-milling---machine-8
Case103,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,10,turning-&-milling---machine-8
Case129,turning-&-milling-q.c.,0,turning-&-milling---machine-8
Case129,turning-&-milling-q.c. turning-&-milling---machine-8,1,turning-&-milling---machine-8
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,2,turning-&-milling---machine-8
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,3,turning-&-milling-q.c.
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,4,lapping---machine-1
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1,5,lapping---machine-1
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 lapping---machine-1,6,packing
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 lapping---machine-1 packing,7,final-inspection-q.c.
Case129,turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 lapping---machine-1 packing final-inspection-q.c.,8,laser-marking---machine-7
Case205,round-grinding---manual,0,round-grinding---manual
Case205,round-grinding---manual round-grinding---manual,1,final-inspection-q.c.
Case205,round-grinding---manual round-grinding---manual final-inspection-q.c.,2,packing
Case80,turning-&-milling---machine-5,0,turning-&-milling---machine-5
Case82,turning-&-milling---machine-5,0,turning-&-milling---machine-5
Case82,turning-&-milling---machine-5 turning-&-milling---machine-5,1,turning-&-milling---machine-5
Case82,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,turning-&-milling---machine-5
Case112,turning-&-milling---machine-9,0,turning-&-milling---machine-9
Case112,turning-&-milling---machine-9 turning-&-milling---machine-9,1,turning-&-milling---machine-9
Case97,turning-&-milling-q.c.,0,laser-marking---machine-7
Case97,turning-&-milling-q.c. laser-marking---machine-7,1,laser-marking---machine-7
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7,2,lapping---machine-1
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1,3,lapping---machine-1
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1,4,flat-grinding---machine-11
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 flat-grinding---machine-11,5,lapping---machine-1
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 flat-grinding---machine-11 lapping---machine-1,6,final-inspection-q.c.
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c.,7,final-inspection-q.c.
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. final-inspection-q.c.,8,packing
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. final-inspection-q.c. packing,9,packing
Case97,turning-&-milling-q.c. laser-marking---machine-7 laser-marking---machine-7 lapping---machine-1 lapping---machine-1 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. final-inspection-q.c. packing packing,10,final-inspection-q.c.
Case7,turning-&-milling---machine-4,0,other
Case7,turning-&-milling---machine-4 other,1,turning-&-milling---machine-4
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4,2,turning-&-milling---machine-4
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4,3,turning-&-milling---machine-4
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,4,turning-&-milling---machine-4
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,5,turning-&-milling-q.c.
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,6,flat-grinding---machine-11
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. flat-grinding---machine-11,7,lapping---machine-1
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1,8,laser-marking---machine-7
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 laser-marking---machine-7,9,final-inspection-q.c.
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 laser-marking---machine-7 final-inspection-q.c.,10,final-inspection-q.c.
Case7,turning-&-milling---machine-4 other turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. flat-grinding---machine-11 lapping---machine-1 laser-marking---machine-7 final-inspection-q.c. final-inspection-q.c.,11,packing
Case147,turning---machine-8,0,turning---machine-8
Case147,turning---machine-8 turning---machine-8,1,turning---machine-8
Case147,turning---machine-8 turning---machine-8 turning---machine-8,2,packing
Case147,turning---machine-8 turning---machine-8 turning---machine-8 packing,3,turning---machine-8
Case147,turning---machine-8 turning---machine-8 turning---machine-8 packing turning---machine-8,4,turning-q.c.
Case147,turning---machine-8 turning---machine-8 turning---machine-8 packing turning---machine-8 turning-q.c.,5,other
Case147,turning---machine-8 turning---machine-8 turning---machine-8 packing turning---machine-8 turning-q.c. other,6,final-inspection-q.c.
Case42,turning-&-milling---machine-6,0,turning-&-milling---machine-6
Case42,turning-&-milling---machine-6 turning-&-milling---machine-6,1,turning-&-milling-q.c.
Case42,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,2,turning-&-milling---machine-6
Case42,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,3,turning-&-milling---machine-6
Case42,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,4,turning-&-milling---machine-6
Case36,turning-&-milling---machine-5,0,turning-&-milling---machine-5
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5,1,turning-&-milling---machine-4
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4,2,turning-&-milling---machine-5
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5,3,turning-&-milling-q.c.
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c.,4,turning-&-milling---machine-5
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5,5,turning-&-milling---machine-5
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5,6,turning-&-milling---machine-5
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,7,turning-&-milling---machine-5
Case36,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,8,turning-&-milling-q.c.
